levels;alpha_beta;method;trial;turns;outcome;real_time;date;time
2;1;simple;44;43;whites_won;0.36602139472961426;2022-05-19;00:27:42.467824
2;1;simple;45;68;draw;4.1344687938690186;2022-05-19;00:27:42.834843
2;1;simple;46;75;draw;1.7183468341827393;2022-05-19;00:27:46.969311
2;1;simple;47;64;draw;4.235820770263672;2022-05-19;00:27:48.687658
2;1;simple;48;41;whites_won;0.2672853469848633;2022-05-19;00:27:52.925474
2;1;weighted;0;50;black_won;0.7113015651702881;2022-05-19;00:26:41.795831
2;1;weighted;1;52;black_won;0.6717174053192139;2022-05-19;00:26:42.507132
2;1;weighted;2;41;whites_won;0.3905324935913086;2022-05-19;00:26:43.178850
2;1;weighted;3;50;black_won;0.7341389656066895;2022-05-19;00:26:43.569382
2;1;weighted;4;36;black_won;0.6717166900634766;2022-05-19;00:26:44.303521
2;1;weighted;5;27;black_won;0.374910831451416;2022-05-19;00:26:45.006482
2;1;weighted;6;20;black_won;0.3749122619628906;2022-05-19;00:26:45.381392
2;1;weighted;7;41;whites_won;0.7342033386230469;2022-05-19;00:26:45.771926
2;1;weighted;8;16;black_won;0.3280463218688965;2022-05-19;00:26:46.506130
2;1;weighted;9;25;whites_won;0.5779891014099121;2022-05-19;00:26:46.834176
2;1;weighted;10;52;black_won;0.6864748001098633;2022-05-19;00:26:47.412165
2;1;weighted;11;36;black_won;0.5545170307159424;2022-05-19;00:26:48.099637
2;1;weighted;12;40;black_won;0.4966723918914795;2022-05-19;00:26:48.655151
2;1;weighted;13;53;whites_won;0.603386402130127;2022-05-19;00:26:49.152821
2;1;weighted;14;36;black_won;0.6761927604675293;2022-05-19;00:26:49.757204
2;1;weighted;15;16;black_won;0.23636817932128906;2022-05-19;00:26:50.434393
2;1;weighted;16;36;black_won;0.6482665538787842;2022-05-19;00:26:50.671759
2;1;weighted;17;25;whites_won;0.5694775581359863;2022-05-19;00:26:51.321023
2;1;weighted;18;52;black_won;0.9145541191101074;2022-05-19;00:26:51.893492
2;1;weighted;19;41;whites_won;0.44580793380737305;2022-05-19;00:26:52.808046
2;1;weighted;20;50;black_won;0.715087890625;2022-05-19;00:26:53.254851
2;1;weighted;21;23;black_won;0.42386674880981445;2022-05-19;00:26:53.970936
2;1;weighted;22;60;black_won;0.7539834976196289;2022-05-19;00:26:54.395800
2;1;weighted;23;52;black_won;0.42685842514038086;2022-05-19;00:26:55.150782
2;1;weighted;24;18;black_won;0.2483358383178711;2022-05-19;00:26:55.578637
2;1;weighted;25;78;draw;6.603341817855835;2022-05-19;00:26:55.827970
2;1;weighted;26;27;black_won;0.3061819076538086;2022-05-19;00:27:02.434304
2;1;weighted;27;40;black_won;0.5006613731384277;2022-05-19;00:27:02.741483
2;1;weighted;28;29;whites_won;0.4687461853027344;2022-05-19;00:27:03.243141
2;1;weighted;29;23;black_won;0.40392017364501953;2022-05-19;00:27:03.713882
2;1;weighted;30;52;black_won;0.5924155712127686;2022-05-19;00:27:04.118800
2;1;weighted;31;23;black_won;0.4228694438934326;2022-05-19;00:27:04.712213
2;1;weighted;32;50;black_won;0.8597011566162109;2022-05-19;00:27:05.136079
2;1;weighted;33;29;whites_won;0.32213830947875977;2022-05-19;00:27:05.996778
2;1;weighted;34;29;whites_won;0.32413363456726074;2022-05-19;00:27:06.320911
2;1;weighted;35;52;black_won;0.7719359397888184;2022-05-19;00:27:06.647039
2;1;weighted;36;41;whites_won;0.6333060264587402;2022-05-19;00:27:07.419972
2;1;weighted;37;43;whites_won;0.8896207809448242;2022-05-19;00:27:08.054276
2;1;weighted;38;60;black_won;0.5854344367980957;2022-05-19;00:27:08.945891
2;1;weighted;39;36;black_won;0.6213388442993164;2022-05-19;00:27:09.532323
2;1;weighted;40;52;black_won;0.6316237449645996;2022-05-19;00:27:10.154659
2;1;weighted;41;45;whites_won;0.937279224395752;2022-05-19;00:27:10.786283
2;1;weighted;42;78;draw;6.8361029624938965;2022-05-19;00:27:11.723562
2;1;weighted;43;40;black_won;0.5056478977203369;2022-05-19;00:27:18.561659
2;1;weighted;44;36;black_won;0.565488338470459;2022-05-19;00:27:19.068305
2;1;weighted;45;36;black_won;0.5664846897125244;2022-05-19;00:27:19.634790
2;1;weighted;46;36;black_won;0.5614981651306152;2022-05-19;00:27:20.202272
2;1;weighted;47;29;whites_won;0.33510541915893555;2022-05-19;00:27:20.764769
2;1;weighted;48;25;whites_won;0.5954077243804932;2022-05-19;00:27:21.101867
3;0;simple;0;30;black_won;4.929816961288452;2022-05-19;00:26:51.277140
3;0;simple;1;68;draw;118.53478336334229;2022-05-19;00:26:56.207955
3;0;simple;2;88;draw;118.6120502948761;2022-05-19;00:28:54.744732
3;0;simple;3;68;draw;120.1698043346405;2022-05-19;00:30:53.358776
3;0;simple;4;30;black_won;4.811369895935059;2022-05-19;00:32:53.544202
3;0;simple;5;68;draw;119.49785876274109;2022-05-19;00:32:58.355572
3;0;simple;6;43;whites_won;6.557966709136963;2022-05-19;00:34:57.853431
3;0;simple;7;22;black_won;4.788831472396851;2022-05-19;00:35:04.411397
3;0;simple;8;43;whites_won;6.438501596450806;2022-05-19;00:35:09.200229
3;0;simple;9;74;draw;133.69629096984863;2022-05-19;00:35:15.638730
3;0;simple;10;43;whites_won;6.59120512008667;2022-05-19;00:37:29.335021
3;0;simple;11;74;draw;133.7103977203369;2022-05-19;00:37:35.926226
3;0;simple;12;68;draw;119.31577181816101;2022-05-19;00:39:49.652245
3;0;simple;13;66;draw;119.28313326835632;2022-05-19;00:41:48.968017
3;0;simple;14;68;draw;126.74111843109131;2022-05-19;00:43:48.251150
3;0;simple;15;22;black_won;6.431451082229614;2022-05-19;00:45:54.992269
3;0;simple;16;57;whites_won;10.255110025405884;2022-05-19;00:46:01.423720
3;0;simple;17;74;draw;134.3475751876831;2022-05-19;00:46:11.694451
3;0;simple;18;31;whites_won;3.814610242843628;2022-05-19;00:48:26.042026
3;0;simple;19;74;draw;114.90565538406372;2022-05-19;00:48:29.856637
3;0;simple;20;43;whites_won;6.593203544616699;2022-05-19;00:50:24.762292
3;0;simple;21;68;draw;119.7361946105957;2022-05-19;00:50:31.371117
3;0;simple;22;88;draw;113.53621053695679;2022-05-19;00:52:31.122933
3;0;simple;23;35;whites_won;4.220764875411987;2022-05-19;00:54:24.659143
3;0;simple;24;31;whites_won;3.9496963024139404;2022-05-19;00:54:28.879908
3;0;simple;25;74;draw;111.77628779411316;2022-05-19;00:54:32.829604
3;0;simple;26;94;draw;125.56102514266968;2022-05-19;00:56:24.621513
3;0;simple;27;74;draw;134.32631540298462;2022-05-19;00:58:30.182538
3;0;simple;28;88;draw;114.43565320968628;2022-05-19;01:00:44.508854
3;0;simple;29;29;whites_won;3.421069622039795;2022-05-19;01:02:38.944507
3;0;simple;30;74;draw;111.55555653572083;2022-05-19;01:02:42.381201
3;0;simple;31;88;draw;113.45951724052429;2022-05-19;01:04:33.936758
3;0;simple;32;88;draw;113.4181740283966;2022-05-19;01:06:27.396275
3;0;simple;33;74;draw;134.563969373703;2022-05-19;01:08:20.814449
3;0;simple;34;43;whites_won;6.585088014602661;2022-05-19;01:10:35.378418
3;0;simple;35;92;draw;120.49209260940552;2022-05-19;01:10:41.963506
3;0;simple;36;29;whites_won;3.405449151992798;2022-05-19;01:12:42.455599
3;0;simple;37;57;whites_won;8.687464475631714;2022-05-19;01:12:45.861048
3;0;simple;38;30;black_won;5.012454271316528;2022-05-19;01:12:54.548512
3;0;simple;39;41;whites_won;4.030302286148071;2022-05-19;01:12:59.560967
3;0;simple;40;68;draw;120.22918677330017;2022-05-19;01:13:03.591269
3;0;simple;41;83;draw;126.77392768859863;2022-05-19;01:15:03.820456
3;0;simple;42;43;whites_won;5.826259136199951;2022-05-19;01:17:10.594383
3;0;simple;43;68;draw;119.41650533676147;2022-05-19;01:17:16.420643
3;0;simple;44;74;draw;135.79678320884705;2022-05-19;01:19:15.837148
3;0;simple;45;43;whites_won;6.4283764362335205;2022-05-19;01:21:31.633931
3;0;simple;46;57;whites_won;8.66484022140503;2022-05-19;01:21:38.062308
3;0;simple;47;43;whites_won;6.641608238220215;2022-05-19;01:21:46.727148
3;0;simple;48;43;whites_won;6.263661861419678;2022-05-19;01:21:53.368756
3;0;weighted;0;93;draw;445.402774810791;2022-05-19;00:26:58.673362
3;0;weighted;1;48;black_won;35.90179419517517;2022-05-19;00:34:24.076137
3;0;weighted;2;78;draw;398.991938829422;2022-05-19;00:34:59.993553
3;0;weighted;3;86;draw;413.4118399620056;2022-05-19;00:41:38.985491
3;0;weighted;4;30;black_won;7.826285123825073;2022-05-19;00:48:32.397331
3;0;weighted;5;24;whites_won;12.297896146774292;2022-05-19;00:48:40.239238
3;0;weighted;6;30;black_won;7.57486367225647;2022-05-19;00:48:52.537135
3;0;weighted;7;22;black_won;8.983773946762085;2022-05-19;00:49:00.111998
3;0;weighted;8;22;black_won;8.37003231048584;2022-05-19;00:49:09.095772
3;0;weighted;9;53;whites_won;13.16678762435913;2022-05-19;00:49:17.465805
3;0;weighted;10;29;whites_won;7.662461042404175;2022-05-19;00:49:30.632592
3;0;weighted;11;92;draw;378.4177303314209;2022-05-19;00:49:38.295053
3;0;weighted;12;48;black_won;36.39001417160034;2022-05-19;00:55:56.712784
3;0;weighted;13;41;whites_won;10.87244462966919;2022-05-19;00:56:33.102798
3;0;weighted;14;22;black_won;9.013506412506104;2022-05-19;00:56:43.975242
3;0;weighted;15;78;draw;399.36666226387024;2022-05-19;00:56:52.988749
3;0;weighted;16;24;whites_won;13.465599060058594;2022-05-19;01:03:32.355411
3;0;weighted;17;86;draw;405.5114839076996;2022-05-19;01:03:45.821010
3;0;weighted;18;24;whites_won;12.817997455596924;2022-05-19;01:10:31.348116
3;0;weighted;19;78;draw;347.49165320396423;2022-05-19;01:10:44.166113
3;0;weighted;20;30;black_won;7.4488844871521;2022-05-19;01:16:31.689010
3;0;weighted;21;24;whites_won;12.68857192993164;2022-05-19;01:16:39.137895
3;0;weighted;22;30;black_won;7.680091142654419;2022-05-19;01:16:51.826467
3;0;weighted;23;24;whites_won;12.228181600570679;2022-05-19;01:16:59.506558
3;0;weighted;24;35;whites_won;10.759106636047363;2022-05-19;01:17:11.750361
3;0;weighted;25;78;draw;405.9687967300415;2022-05-19;01:17:22.509468
3;0;weighted;26;24;whites_won;12.681517601013184;2022-05-19;01:24:08.478265
3;0;weighted;27;24;whites_won;11.872214794158936;2022-05-19;01:24:21.159782
3;0;weighted;28;92;draw;374.470267534256;2022-05-19;01:24:33.031997
3;0;weighted;29;24;whites_won;12.812507152557373;2022-05-19;01:30:47.502265
3;0;weighted;30;89;draw;373.1711845397949;2022-05-19;01:31:00.314772
3;0;weighted;31;22;black_won;7.822289228439331;2022-05-19;01:37:13.485956
3;0;weighted;32;77;draw;370.35072660446167;2022-05-19;01:37:21.308246
3;0;weighted;33;24;whites_won;12.567054033279419;2022-05-19;01:43:31.658972
3;0;weighted;34;29;whites_won;7.217054128646851;2022-05-19;01:43:44.226026
3;0;weighted;35;30;black_won;7.73306131362915;2022-05-19;01:43:51.443080
3;0;weighted;36;29;whites_won;7.4332568645477295;2022-05-19;01:43:59.176142
3;0;weighted;37;30;black_won;7.8156774044036865;2022-05-19;01:44:06.609398
3;0;weighted;38;89;draw;371.2850902080536;2022-05-19;01:44:14.425076
3;0;weighted;39;24;whites_won;12.871503829956055;2022-05-19;01:50:25.710166
3;0;weighted;40;48;black_won;35.98484921455383;2022-05-19;01:50:38.581670
3;0;weighted;41;22;black_won;8.079235315322876;2022-05-19;01:51:14.566519
3;0;weighted;42;92;draw;373.73364067077637;2022-05-19;01:51:22.645755
3;0;weighted;43;86;draw;401.79985070228577;2022-05-19;01:57:36.379395
3;0;weighted;44;22;black_won;8.167975664138794;2022-05-19;02:04:18.179246
3;0;weighted;45;22;black_won;7.9829254150390625;2022-05-19;02:04:26.347221
3;0;weighted;46;24;whites_won;16.0849871635437;2022-05-19;02:04:34.330147
3;0;weighted;47;24;whites_won;15.656581163406372;2022-05-19;02:04:50.415134
3;0;weighted;48;89;draw;372.4966125488281;2022-05-19;02:05:06.071715
3;1;simple;0;43;whites_won;1.9108893871307373;2022-05-19;00:26:52.443023
3;1;simple;1;57;whites_won;1.4112262725830078;2022-05-19;00:26:54.355907
3;1;simple;2;29;whites_won;0.636298656463623;2022-05-19;00:26:55.769128
3;1;simple;3;25;whites_won;0.7170827388763428;2022-05-19;00:26:56.407421
3;1;simple;4;68;draw;13.472973346710205;2022-05-19;00:26:57.126498
3;1;simple;5;94;draw;7.7128565311431885;2022-05-19;00:27:10.605454
3;1;simple;6;66;draw;10.827311515808105;2022-05-19;00:27:18.321302
3;1;simple;7;57;whites_won;1.5152697563171387;2022-05-19;00:27:29.148614
3;1;simple;8;43;whites_won;1.777752161026001;2022-05-19;00:27:30.663883
3;1;simple;9;74;draw;6.7339928150177;2022-05-19;00:27:32.442633
3;1;simple;10;74;draw;10.398455381393433;2022-05-19;00:27:39.179617
3;1;simple;11;30;black_won;0.945793867111206;2022-05-19;00:27:49.578073
3;1;simple;12;43;whites_won;1.7493515014648438;2022-05-19;00:27:50.523867
3;1;simple;13;74;draw;10.404934883117676;2022-05-19;00:27:52.274215
3;1;simple;14;74;draw;9.976269006729126;2022-05-19;00:28:02.681145
3;1;simple;15;88;draw;11.221813201904297;2022-05-19;00:28:12.657414
3;1;simple;16;68;draw;14.956983804702759;2022-05-19;00:28:23.881222
3;1;simple;17;68;draw;13.886928081512451;2022-05-19;00:28:38.840200
3;1;simple;18;57;whites_won;1.4261863231658936;2022-05-19;00:28:52.730120
3;1;simple;19;57;whites_won;1.442143440246582;2022-05-19;00:28:54.157303
3;1;simple;20;22;black_won;0.8517224788665771;2022-05-19;00:28:55.601441
3;1;simple;21;88;draw;11.901175022125244;2022-05-19;00:28:56.454161
3;1;simple;22;92;draw;8.02385401725769;2022-05-19;00:29:08.358328
3;1;simple;23;43;whites_won;1.5939133167266846;2022-05-19;00:29:16.382182
3;1;simple;24;74;draw;10.292010068893433;2022-05-19;00:29:17.978090
3;1;simple;25;31;whites_won;0.7498228549957275;2022-05-19;00:29:28.285722
3;1;simple;26;43;whites_won;1.7682819366455078;2022-05-19;00:29:29.035545
3;1;simple;27;68;draw;14.777569055557251;2022-05-19;00:29:30.805822
3;1;simple;28;68;draw;14.180851936340332;2022-05-19;00:29:45.585386
3;1;simple;29;74;draw;6.953176259994507;2022-05-19;00:29:59.766238
3;1;simple;30;57;whites_won;1.435490369796753;2022-05-19;00:30:06.722406
3;1;simple;31;57;whites_won;1.4996466636657715;2022-05-19;00:30:08.173518
3;1;simple;32;57;whites_won;1.4961519241333008;2022-05-19;00:30:09.673164
3;1;simple;33;74;draw;13.085288047790527;2022-05-19;00:30:11.169316
3;1;simple;34;68;draw;14.628880500793457;2022-05-19;00:30:24.257597
3;1;simple;35;57;whites_won;1.4072363376617432;2022-05-19;00:30:38.888472
3;1;simple;36;74;draw;9.918476581573486;2022-05-19;00:30:40.297704
3;1;simple;37;22;black_won;0.9135572910308838;2022-05-19;00:30:50.218175
3;1;simple;38;29;whites_won;0.6981327533721924;2022-05-19;00:30:51.132729
3;1;simple;39;43;whites_won;1.8580315113067627;2022-05-19;00:30:51.832857
3;1;simple;40;57;whites_won;1.4062390327453613;2022-05-19;00:30:53.691886
3;1;simple;41;30;black_won;0.8537173271179199;2022-05-19;00:30:55.100120
3;1;simple;42;43;whites_won;1.685931921005249;2022-05-19;00:30:55.954834
3;1;simple;43;74;draw;12.175634145736694;2022-05-19;00:30:57.640766
3;1;simple;44;30;black_won;0.8178284168243408;2022-05-19;00:31:09.816400
3;1;simple;45;57;whites_won;1.6402394771575928;2022-05-19;00:31:10.634228
3;1;simple;46;83;draw;9.16994571685791;2022-05-19;00:31:12.274468
3;1;simple;47;68;draw;14.157872438430786;2022-05-19;00:31:21.444414
3;1;simple;48;94;draw;7.675074577331543;2022-05-19;00:31:35.602286
3;1;weighted;0;22;black_won;2.630964517593384;2022-05-19;00:27:00.001809
3;1;weighted;1;41;whites_won;2.6768414974212646;2022-05-19;00:27:02.634768
3;1;weighted;2;24;whites_won;4.711400508880615;2022-05-19;00:27:05.313605
3;1;weighted;3;48;black_won;6.10679030418396;2022-05-19;00:27:10.027001
3;1;weighted;4;24;whites_won;4.703782081604004;2022-05-19;00:27:16.133791
3;1;weighted;5;30;black_won;1.9348256587982178;2022-05-19;00:27:20.842560
3;1;weighted;6;22;black_won;2.4873483180999756;2022-05-19;00:27:22.778383
3;1;weighted;7;22;black_won;2.4447226524353027;2022-05-19;00:27:25.266729
3;1;weighted;8;41;whites_won;2.8118388652801514;2022-05-19;00:27:27.711451
3;1;weighted;9;24;whites_won;4.77071738243103;2022-05-19;00:27:30.523290
3;1;weighted;10;22;black_won;2.3407399654388428;2022-05-19;00:27:35.296003
3;1;weighted;11;39;whites_won;6.197427272796631;2022-05-19;00:27:37.638738
3;1;weighted;12;78;draw;22.28278636932373;2022-05-19;00:27:43.838160
3;1;weighted;13;78;draw;21.87626838684082;2022-05-19;00:28:06.123938
3;1;weighted;14;22;black_won;2.507086992263794;2022-05-19;00:28:28.003199
3;1;weighted;15;24;whites_won;5.305002450942993;2022-05-19;00:28:30.510286
3;1;weighted;16;22;black_won;2.4354870319366455;2022-05-19;00:28:35.817284
3;1;weighted;17;78;draw;22.836994409561157;2022-05-19;00:28:38.254765
3;1;weighted;18;78;draw;30.611661911010742;2022-05-19;00:29:01.095749
3;1;weighted;19;48;black_won;6.949408531188965;2022-05-19;00:29:31.712398
3;1;weighted;20;30;black_won;2.2590525150299072;2022-05-19;00:29:38.661806
3;1;weighted;21;85;draw;38.57044005393982;2022-05-19;00:29:40.921856
3;1;weighted;22;92;draw;23.56602454185486;2022-05-19;00:30:19.492297
3;1;weighted;23;24;whites_won;4.514926433563232;2022-05-19;00:30:43.061313
3;1;weighted;24;93;draw;33.78807353973389;2022-05-19;00:30:47.578234
3;1;weighted;25;24;whites_won;5.2890260219573975;2022-05-19;00:31:21.366308
3;1;weighted;26;89;draw;27.893133878707886;2022-05-19;00:31:26.655334
3;1;weighted;27;29;whites_won;2.2610933780670166;2022-05-19;00:31:54.548468
3;1;weighted;28;86;draw;31.633713960647583;2022-05-19;00:31:56.809561
3;1;weighted;29;41;whites_won;2.665647029876709;2022-05-19;00:32:28.443275
3;1;weighted;30;78;draw;22.35717797279358;2022-05-19;00:32:31.108922
3;1;weighted;31;78;draw;22.18079900741577;2022-05-19;00:32:53.466100
3;1;weighted;32;22;black_won;2.4510514736175537;2022-05-19;00:33:15.646899
3;1;weighted;33;24;whites_won;4.43645715713501;2022-05-19;00:33:18.097950
3;1;weighted;34;22;black_won;2.468169927597046;2022-05-19;00:33:22.534408
3;1;weighted;35;41;whites_won;2.6742608547210693;2022-05-19;00:33:25.002578
3;1;weighted;36;29;whites_won;2.218229055404663;2022-05-19;00:33:27.676839
3;1;weighted;37;78;draw;21.92111325263977;2022-05-19;00:33:29.895067
3;1;weighted;38;30;black_won;1.914323091506958;2022-05-19;00:33:51.816181
3;1;weighted;39;22;black_won;2.483790874481201;2022-05-19;00:33:53.730504
3;1;weighted;40;22;black_won;2.2807140350341797;2022-05-19;00:33:56.214295
3;1;weighted;41;30;black_won;1.7964527606964111;2022-05-19;00:33:58.495009
3;1;weighted;42;92;draw;22.34751319885254;2022-05-19;00:34:00.291461
3;1;weighted;43;22;black_won;2.593140125274658;2022-05-19;00:34:22.638975
3;1;weighted;44;24;whites_won;4.795747518539429;2022-05-19;00:34:25.232115
3;1;weighted;45;30;black_won;2.024176597595215;2022-05-19;00:34:30.027862
3;1;weighted;46;78;draw;30.87532639503479;2022-05-19;00:34:32.052039
3;1;weighted;47;77;draw;29.77686381340027;2022-05-19;00:35:02.942986
3;1;weighted;48;30;black_won;2.07763671875;2022-05-19;00:35:32.719849
4;0;simple;0;40;black_won;32.22453474998474;2022-05-19;00:27:22.107179
4;0;simple;1;40;black_won;25.06350541114807;2022-05-19;00:27:54.333708
4;0;simple;2;45;whites_won;34.256436586380005;2022-05-19;00:28:19.397214
4;0;simple;3;29;whites_won;25.455415725708008;2022-05-19;00:28:53.654648
4;0;simple;4;50;black_won;48.862000942230225;2022-05-19;00:29:19.112058
4;0;simple;5;54;black_won;136.61836338043213;2022-05-19;00:30:07.978049
4;0;simple;6;80;black_won;1156.153270483017;2022-05-19;00:32:24.596412
4;0;simple;7;25;whites_won;22.239797592163086;2022-05-19;00:51:40.749682
4;0;simple;8;87;draw;1366.9593331813812;2022-05-19;00:52:02.989480
4;0;simple;9;54;black_won;131.15112018585205;2022-05-19;01:14:49.948813
4;0;simple;10;44;black_won;30.70263433456421;2022-05-19;01:17:01.099934
4;0;simple;11;52;black_won;142.48042798042297;2022-05-19;01:17:31.802568
4;0;simple;12;29;whites_won;25.289852619171143;2022-05-19;01:19:54.282996
4;0;simple;13;52;black_won;145.87636065483093;2022-05-19;01:20:19.572848
4;0;simple;14;44;black_won;30.776588439941406;2022-05-19;01:22:45.449209
4;0;simple;15;54;black_won;130.8485062122345;2022-05-19;01:23:16.225797
4;0;simple;16;57;whites_won;39.591872215270996;2022-05-19;01:25:27.074304
4;0;simple;17;44;black_won;30.410619020462036;2022-05-19;01:26:06.681797
4;0;simple;18;57;whites_won;40.22387504577637;2022-05-19;01:26:37.092417
4;0;simple;19;60;black_won;27.11405897140503;2022-05-19;01:27:17.316292
4;0;simple;20;54;black_won;132.51160860061646;2022-05-19;01:27:44.430351
4;0;simple;21;50;black_won;48.63888192176819;2022-05-19;01:29:56.941959
4;0;simple;22;35;whites_won;27.23400068283081;2022-05-19;01:30:45.580841
4;0;simple;23;40;black_won;23.884489059448242;2022-05-19;01:31:12.814842
4;0;simple;24;40;black_won;26.64499807357788;2022-05-19;01:31:36.699331
4;0;simple;25;80;black_won;1139.6755239963531;2022-05-19;01:32:03.344329
4;0;simple;26;34;black_won;20.656909465789795;2022-05-19;01:51:03.019853
4;0;simple;27;40;black_won;23.6127667427063;2022-05-19;01:51:23.676762
4;0;simple;28;57;whites_won;40.051517724990845;2022-05-19;01:51:47.289529
4;0;simple;29;35;whites_won;26.830271005630493;2022-05-19;01:52:27.341047
4;0;simple;30;51;whites_won;27.861857414245605;2022-05-19;01:52:54.171318
4;0;simple;31;59;whites_won;116.63825750350952;2022-05-19;01:53:22.048796
4;0;simple;32;70;black_won;127.3842658996582;2022-05-19;01:55:18.687053
4;0;simple;33;50;black_won;47.84958863258362;2022-05-19;01:57:26.071319
4;0;simple;34;44;black_won;29.708471536636353;2022-05-19;01:58:13.920908
4;0;simple;35;44;black_won;29.642205953598022;2022-05-19;01:58:43.645001
4;0;simple;36;50;black_won;47.59389805793762;2022-05-19;01:59:13.287207
4;0;simple;37;80;black_won;1149.2258298397064;2022-05-19;02:00:00.896726
4;0;simple;38;57;whites_won;39.67312240600586;2022-05-19;02:19:10.122556
4;0;simple;39;35;whites_won;26.552679300308228;2022-05-19;02:19:49.795678
4;0;simple;40;43;whites_won;24.978954076766968;2022-05-19;02:20:16.348358
4;0;simple;41;29;whites_won;24.785450220108032;2022-05-19;02:20:41.327312
4;0;simple;42;44;black_won;30.690348386764526;2022-05-19;02:21:06.112762
4;0;simple;43;44;black_won;29.55300235748291;2022-05-19;02:21:36.803111
4;0;simple;44;60;black_won;28.05422878265381;2022-05-19;02:22:06.356113
4;0;simple;45;44;black_won;30.300333261489868;2022-05-19;02:22:34.410342
4;0;simple;46;36;black_won;23.952511310577393;2022-05-19;02:23:04.710675
4;0;simple;47;36;black_won;24.822808980941772;2022-05-19;02:23:28.663186
4;0;simple;48;44;black_won;30.42435359954834;2022-05-19;02:23:53.485995
4;0;weighted;0;42;black_won;39.69519066810608;2022-05-19;00:27:53.642557
4;0;weighted;1;87;draw;6076.183284521103;2022-05-19;00:28:33.337747
4;0;weighted;2;34;black_won;57.21498775482178;2022-05-19;02:09:49.536653
4;0;weighted;3;49;whites_won;260.55778646469116;2022-05-19;02:10:46.767262
4;0;weighted;4;43;whites_won;47.87631106376648;2022-05-19;02:15:07.340670
4;0;weighted;5;62;black_won;106.92876553535461;2022-05-19;02:15:55.216981
4;0;weighted;6;35;whites_won;35.84187126159668;2022-05-19;02:17:42.145746
4;0;weighted;7;35;whites_won;35.81812119483948;2022-05-19;02:18:18.003239
4;0;weighted;8;48;black_won;206.89166355133057;2022-05-19;02:18:53.821361
4;0;weighted;9;28;black_won;59.71371245384216;2022-05-19;02:22:20.713024
4;0;weighted;10;57;whites_won;78.37175440788269;2022-05-19;02:23:20.426737
4;0;weighted;11;28;black_won;59.49232292175293;2022-05-19;02:24:38.814113
4;0;weighted;12;43;whites_won;47.45250725746155;2022-05-19;02:25:38.306436
4;0;weighted;13;39;whites_won;55.82749676704407;2022-05-19;02:26:25.758943
4;0;weighted;14;26;black_won;77.35464286804199;2022-05-19;02:27:21.586440
4;0;weighted;15;41;whites_won;66.60858392715454;2022-05-19;02:28:38.941082
4;0;weighted;16;26;black_won;76.56796503067017;2022-05-19;02:29:45.549666
4;0;weighted;17;34;black_won;54.73111176490784;2022-05-19;02:31:02.117631
4;0;weighted;18;57;whites_won;78.53456258773804;2022-05-19;02:31:56.848743
4;0;weighted;19;43;whites_won;49.134605169296265;2022-05-19;02:33:15.383306
4;0;weighted;20;43;whites_won;60.59913110733032;2022-05-19;02:34:04.533532
4;0;weighted;21;35;whites_won;35.08813428878784;2022-05-19;02:35:05.132663
4;0;weighted;22;62;black_won;108.85690402984619;2022-05-19;02:35:40.220797
4;0;weighted;23;35;whites_won;35.22965121269226;2022-05-19;02:37:29.077701
4;0;weighted;24;34;black_won;57.194621086120605;2022-05-19;02:38:04.322974
4;0;weighted;25;25;whites_won;54.06277918815613;2022-05-19;02:39:01.517595
4;0;weighted;26;22;black_won;59.7589795589447;2022-05-19;02:39:55.580374
4;0;weighted;27;34;black_won;54.6973659992218;2022-05-19;02:40:55.339354
4;0;weighted;28;36;black_won;57.91572642326355;2022-05-19;02:41:50.036720
4;0;weighted;29;34;black_won;55.0584442615509;2022-05-19;02:42:47.952446
4;0;weighted;30;48;black_won;79.81487321853638;2022-05-19;02:43:43.010891
4;0;weighted;31;25;whites_won;53.29000210762024;2022-05-19;02:45:02.825764
4;0;weighted;32;25;whites_won;54.41386890411377;2022-05-19;02:45:56.131387
4;0;weighted;33;26;black_won;60.04174447059631;2022-05-19;02:46:50.545257
4;0;weighted;34;34;black_won;55.72014570236206;2022-05-19;02:47:50.587001
4;0;weighted;35;48;black_won;81.44113087654114;2022-05-19;02:48:46.307147
4;0;weighted;36;35;whites_won;36.30694031715393;2022-05-19;02:50:07.748277
4;0;weighted;37;43;whites_won;47.17190980911255;2022-05-19;02:50:44.055218
4;0;weighted;38;48;black_won;81.46554780006409;2022-05-19;02:51:31.227128
4;0;weighted;39;23;black_won;65.75721883773804;2022-05-19;02:52:52.692675
4;0;weighted;40;62;black_won;108.62580800056458;2022-05-19;02:53:58.465516
4;0;weighted;41;28;black_won;60.53358769416809;2022-05-19;02:55:47.091324
4;0;weighted;42;34;black_won;55.460070848464966;2022-05-19;02:56:47.624911
4;0;weighted;43;25;whites_won;55.99739122390747;2022-05-19;02:57:43.084982
4;0;weighted;44;43;whites_won;72.13358807563782;2022-05-19;02:58:39.082373
4;0;weighted;45;43;whites_won;48.277899503707886;2022-05-19;02:59:51.215961
4;0;weighted;46;34;black_won;56.61023306846619;2022-05-19;03:00:39.493861
4;0;weighted;47;49;whites_won;266.17413783073425;2022-05-19;03:01:36.104094
4;0;weighted;48;49;whites_won;275.2961196899414;2022-05-19;03:06:02.278232
4;1;simple;0;45;whites_won;4.5574586391448975;2022-05-19;00:27:40.412322
